# Simulation 2 (Up to date)
# 5397 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (68.4 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
15.409,17632,135.46,-14.958,135.5,14.964,600.17,40.084,601.51,3.821,3.5102,0.40846,28.61,-80.598,9.7751,0.0032,5.6702,0.2355,0.22639,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5178,0.42601,11357476,0,50.125,0.93527,0.93527,0.24043,0.55125,0.14359,3.3982e-4,0.0016885,4.1929e-4,0,0,0,0,1.7664e-5,0.017318,4.024,82.049,85.698,2.5566,NaN,-20.524,513.42,318.86,5e-3,3.7409
15.414,17634,135.38,-14.952,135.43,14.957,600.23,40.092,601.56,3.8213,3.5081,0.40805,28.61,-80.598,9.7751,0.0030477,5.6702,0.23475,0.22836,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5179,0.42578,11350568,0,50.065,0.93524,0.93524,0.24046,0.55121,0.14357,3.2365e-4,0.0022678,1.2094e-4,0,0,0,0,1.7572e-5,0.017309,4.024,82.049,85.696,2.5579,NaN,-20.528,513.37,318.86,5e-3,3.7411
15.419,17637,135.31,-14.945,135.35,14.951,600.28,40.099,601.62,3.8217,3.5061,0.40764,28.61,-80.598,9.7751,0.0028907,5.6702,0.23379,0.23037,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5179,0.42555,11343663,0,50.004,0.9352,0.9352,0.24049,0.55118,0.14354,3.0696e-4,0.0015527,-4.0573e-4,0,0,0,0,1.7448e-5,0.017299,4.024,82.049,85.694,2.5592,NaN,-20.533,513.32,318.86,5e-3,3.7412
15.424,17639,135.23,-14.939,135.28,14.945,600.34,40.107,601.68,3.822,3.5041,0.40723,28.61,-80.598,9.7751,0.00273,5.6702,0.23257,0.23251,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5179,0.42532,11336762,0,49.944,0.93517,0.93517,0.24051,0.55114,0.14352,2.8989e-4,0.0019542,-2.9983e-4,0,0,0,0,1.7284e-5,0.01729,4.024,82.049,85.693,2.5606,NaN,-20.537,513.28,318.85,5e-3,3.7413
15.429,17641,135.16,-14.933,135.2,14.938,600.4,40.114,601.74,3.8224,3.5021,0.40683,28.61,-80.598,9.7751,0.0025652,5.6702,0.2313,0.23486,9644.8,4464,2.6093,0.019221,130.01,107.8,5.518,0.42509,1.133e7,0,49.884,0.93514,0.93514,0.24054,0.5511,0.14349,2.7238e-4,0.0010394,2.8987e-4,0,0,0,0,1.7115e-5,0.01728,4.024,82.049,85.691,2.562,NaN,-20.541,513.23,318.85,5e-3,3.7414
15.434,17643,135.08,-14.927,135.13,14.932,600.46,40.122,601.79,3.8228,3.5,0.40642,28.61,-80.598,9.7751,0.0023968,5.6702,0.22962,0.23725,9644.8,4464,2.6093,0.019221,130.01,107.8,5.518,0.42486,11322971,0,49.824,0.9351,0.9351,0.24057,0.55107,0.14347,2.5449e-4,0.0010963,4.7614e-4,0,0,0,0,1.6886e-5,0.017271,4.024,82.049,85.689,2.5635,NaN,-20.546,513.19,318.85,5e-3,3.7415
15.439,17646,135.01,-14.92,135.05,14.926,600.51,40.129,601.85,3.8231,3.498,0.40601,28.61,-80.598,9.7751,0.0022252,5.6702,0.22772,0.23979,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5181,0.42463,11316081,0,49.763,0.93507,0.93507,0.2406,0.55103,0.14344,2.3627e-4,0.0014239,3.079e-4,0,0,0,0,1.6626e-5,0.017261,4.024,82.049,85.688,2.565,NaN,-20.55,513.14,318.85,5e-3,3.7416
15.444,17648,134.93,-14.914,134.98,14.92,600.57,40.137,601.91,3.8235,3.496,0.4056,28.61,-80.598,9.7751,0.0020508,5.6702,0.22531,0.24255,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5181,0.4244,11309195,0,49.703,0.93504,0.93504,0.24063,0.551,0.14341,2.1774e-4,0.0013068,3.369e-4,0,0,0,0,1.6293e-5,0.017251,4.024,82.049,85.686,2.5666,NaN,-20.555,513.1,318.84,5e-3,3.7417
15.449,17650,134.86,-14.908,134.9,14.914,600.63,40.144,601.97,3.8238,3.494,0.4052,28.61,-80.598,9.7751,0.0018742,5.6702,0.22259,0.24566,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5182,0.42417,11302312,0,49.643,0.93501,0.93501,0.24066,0.55096,0.14339,1.9898e-4,8.828e-4,-1.8547e-4,0,0,0,0,1.5921e-5,0.017242,4.024,82.049,85.684,2.5682,NaN,-20.559,513.05,318.84,5e-3,3.7418
15.454,17652,134.78,-14.902,134.83,14.907,600.68,40.152,602.02,3.8242,3.4919,0.40479,28.61,-80.598,9.7751,0.0016952,5.6702,0.21929,0.24932,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5182,0.42394,11295433,0,49.583,0.93497,0.93497,0.24068,0.55093,0.14336,1.7997e-4,0.0013563,-4.9288e-4,0,0,0,0,1.5469e-5,0.017232,4.024,82.049,85.683,2.5699,NaN,-20.564,513,318.84,5e-3,3.742
15.459,17654,134.71,-14.896,134.75,14.901,600.74,40.159,602.08,3.8245,3.4899,0.40438,28.61,-80.598,9.7751,0.0015139,5.6702,0.21494,0.25368,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5183,0.42371,11288558,0,49.524,0.93494,0.93494,0.24071,0.55089,0.14334,1.6073e-4,0.00127,3.6796e-4,0,0,0,0,1.4878e-5,0.017223,4.024,82.049,85.681,2.5716,NaN,-20.568,512.96,318.83,5e-3,3.7421
15.464,17657,134.63,-14.889,134.68,14.895,600.8,40.167,602.14,3.8249,3.4879,0.40398,28.61,-80.598,9.7751,0.001331,5.6702,0.20952,0.25861,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5183,0.42348,11281686,0,49.464,0.93491,0.93491,0.24074,0.55085,0.14331,1.413e-4,7.8767e-4,-4.4553e-4,0,0,0,0,1.4152e-5,0.017213,4.024,82.049,85.679,2.5733,NaN,-20.573,512.91,318.83,5e-3,3.7422
15.469,17659,134.56,-14.883,134.61,14.889,600.85,40.175,602.19,3.8252,3.4859,0.40357,28.61,-80.598,9.7751,0.0011469,5.6702,0.2022,0.26469,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5183,0.42325,11274818,0,49.404,0.93488,0.93488,0.24077,0.55082,0.14329,1.2175e-4,1.9623e-4,-4.7163e-4,0,0,0,0,1.3196e-5,0.017204,4.024,82.049,85.678,2.5751,NaN,-20.577,512.87,318.83,5e-3,3.7423
15.474,17661,134.49,-14.877,134.53,14.883,600.91,40.182,602.25,3.8256,3.4839,0.40316,28.61,-80.598,9.7751,9.6234e-4,5.6702,0.19193,0.27269,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5184,0.42302,11267953,0,49.344,0.93484,0.93484,0.2408,0.55078,0.14326,1.0216e-4,8.5275e-5,2.2774e-4,0,0,0,0,1.1901e-5,0.017194,4.024,82.049,85.676,2.5769,NaN,-20.582,512.82,318.83,5e-3,3.7424
15.479,17663,134.41,-14.871,134.46,14.876,600.97,40.19,602.31,3.826,3.4819,0.40276,28.61,-80.598,9.7751,7.7844e-4,5.6702,0.17643,0.28308,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5184,0.42279,11261092,0,49.285,0.93481,0.93481,0.24082,0.55075,0.14324,8.2635e-5,9.0963e-4,-4.5102e-4,0,0,0,0,1.0069e-5,0.017185,4.024,82.049,85.675,2.5788,NaN,-20.586,512.77,318.82,5e-3,3.7426
15.484,17665,134.34,-14.865,134.38,14.87,601.02,40.197,602.37,3.8263,3.4799,0.40236,28.61,-80.598,9.7751,5.9692e-4,5.6702,0.15107,0.29752,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5185,0.42256,11254235,0,49.225,0.93478,0.93478,0.24085,0.55071,0.14321,6.3364e-5,-1.0708e-4,-3.7349e-4,0,0,0,0,7.39e-6,0.017175,4.024,82.049,85.673,2.5806,NaN,-20.59,512.73,318.82,5e-3,3.7427
15.489,17668,134.26,-14.859,134.31,14.864,601.08,40.205,602.42,3.8267,3.4779,0.40196,28.61,-80.598,9.7751,4.2267e-4,5.6702,0,0,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5185,0.42233,11247382,0,49.166,0.93475,0.93475,0.24088,0.55068,0.14319,4.4865e-5,4.8343e-4,-3.1788e-4,0,0,0,0,0,0.017166,4.024,82.049,85.671,2.5825,NaN,-20.595,512.68,318.82,5e-3,3.7429
15.494,17670,134.19,-14.852,134.23,14.858,601.14,40.212,602.48,3.827,3.4759,0.40155,28.61,-80.598,9.7751,2.7112e-4,5.6702,0,0,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5186,0.4221,11240532,0,49.106,0.93471,0.93471,0.24091,0.55064,0.14316,2.8777e-5,-2.054e-4,2.4114e-4,0,0,0,0,0,0.017156,4.024,82.049,85.67,2.5845,NaN,-20.599,512.64,318.82,5e-3,3.7431
15.499,17672,134.11,-14.846,134.16,14.852,601.19,40.22,602.54,3.8274,3.4739,0.40116,28.61,-80.598,9.7751,2.028e-4,5.6702,0,0,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5186,0.42187,11233685,0,49.047,0.93468,0.93468,0.24094,0.55061,0.14314,2.1526e-5,-1.7191e-4,4.1774e-4,0,0,0,0,0,0.017147,4.024,82.049,85.668,2.5864,NaN,-20.604,512.59,318.81,5e-3,3.7432
15.504,17674,134.04,-14.84,134.09,14.846,601.25,40.227,602.59,3.8277,3.4719,0.40076,28.61,-80.598,9.7751,2.8516e-4,5.6702,0,0,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5185,0.42164,11226842,0,48.988,0.93465,0.93465,0.24097,0.55057,0.14311,3.0267e-5,2.6067e-4,1.5291e-4,0,0,0,0,0,0.017137,4.024,82.049,85.666,2.5883,NaN,-20.608,512.55,318.81,5e-3,3.7433
15.509,17676,133.97,-14.834,134.01,14.839,601.31,40.235,602.65,3.8281,3.4699,0.40036,28.61,-80.598,9.7751,4.3921e-4,5.6702,-0.31877,-0.097963,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5184,0.42142,1.122e7,0,48.929,0.93462,0.93462,0.24099,0.55054,0.14309,4.6618e-5,1.0687e-4,-4.0866e-4,0,0,0,0,-3.3086e-5,0.017128,4.024,82.049,85.665,2.5903,NaN,-20.613,512.5,318.81,5e-3,3.7434
15.514,17679,133.89,-14.828,133.94,14.833,601.36,40.242,602.71,3.8284,3.4679,0.39997,28.61,-80.598,9.7751,6.118e-4,5.6702,-0.30064,-0.14356,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5183,0.42119,11213168,0,48.869,0.93458,0.93458,0.24102,0.5505,0.14306,6.4936e-5,7.2867e-4,3.9528e-4,0,0,0,0,-2.9462e-5,0.017118,4.024,82.049,85.663,2.5923,NaN,-20.617,512.46,318.8,5e-3,3.7435
15.519,17681,133.82,-14.822,133.86,14.827,601.42,40.25,602.76,3.8288,3.4659,0.39957,28.61,-80.598,9.7751,7.8915e-4,5.6702,-0.2873,-0.16813,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5182,0.42096,11206336,0,48.81,0.93455,0.93455,0.24105,0.55046,0.14304,8.376e-5,1.3855e-4,2.9048e-4,0,0,0,0,-2.6934e-5,0.017109,4.024,82.049,85.661,2.5942,NaN,-20.621,512.41,318.8,5e-3,3.7437
15.524,17683,133.74,-14.816,133.79,14.821,601.47,40.257,602.82,3.8292,3.4639,0.39918,28.61,-80.598,9.7751,9.6749e-4,5.6702,-0.27751,-0.18336,9644.8,4464,2.6093,0.019221,130.01,107.8,5.518,0.42073,1.12e7,0,48.751,0.93452,0.93452,0.24108,0.55043,0.14301,1.0269e-4,9.1803e-4,3.1036e-4,0,0,0,0,-2.5159e-5,0.017099,4.024,82.049,85.66,2.5962,NaN,-20.626,512.36,318.8,5e-3,3.7438
15.529,17685,133.67,-14.81,133.71,14.815,601.53,40.265,602.88,3.8295,3.4619,0.39879,28.61,-80.598,9.7751,0.0011455,5.6702,-0.27012,-0.19384,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5179,0.4205,11192682,0,48.692,0.93449,0.93449,0.24111,0.55039,0.14299,1.2159e-4,5.3694e-4,4.8011e-4,0,0,0,0,-2.3863e-5,0.01709,4.024,82.049,85.658,2.5981,NaN,-20.63,512.32,318.8,5e-3,3.744
15.534,17687,133.6,-14.804,133.64,14.809,601.59,40.272,602.93,3.8299,3.46,0.39841,28.61,-80.598,9.7751,0.0013226,5.6702,-0.26392,-0.20156,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5178,0.42027,11185861,0,48.634,0.93446,0.93446,0.24114,0.55036,0.14296,1.4038e-4,2.987e-4,-6.6307e-5,0,0,0,0,-2.2805e-5,0.01708,4.024,82.049,85.656,2.6001,NaN,-20.635,512.27,318.79,5e-3,3.7441
15.539,17690,133.52,-14.797,133.57,14.803,601.64,40.28,602.99,3.8302,3.458,0.39802,28.61,-80.598,9.7751,0.0014978,5.6702,-0.25875,-0.20765,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5177,0.42004,11179044,0,48.575,0.93442,0.93442,0.24116,0.55032,0.14294,1.5898e-4,6.5429e-4,-2.9981e-4,0,0,0,0,-2.1944e-5,0.017071,4.024,82.049,85.655,2.602,NaN,-20.639,512.23,318.79,5e-3,3.7443
15.544,17692,133.45,-14.791,133.49,14.797,601.7,40.287,603.05,3.8306,3.456,0.39764,28.61,-80.598,9.7751,0.0016704,5.6702,-0.25415,-0.21257,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5176,0.41982,11172230,0,48.516,0.93439,0.93439,0.24119,0.55029,0.14291,1.773e-4,8.4168e-4,-3.5234e-4,0,0,0,0,-2.1195e-5,0.017061,4.024,82.049,85.653,2.6039,NaN,-20.644,512.18,318.79,5e-3,3.7445
15.549,17694,133.37,-14.785,133.42,14.791,601.76,40.295,603.1,3.8309,3.454,0.39726,28.61,-80.598,9.7751,0.0018396,5.6702,-0.2499,-0.21665,9644.8,4464,2.6093,0.019221,130.01,107.8,5.5175,0.41959,11165419,0,48.458,0.93436,0.93436,0.24122,0.55025,0.14289,1.9525e-4,0.0010571,3.2279e-4,0,0,0,0,-2.0514e-5,0.017052,4.024,82.049,85.651,2.6058,NaN,-20.648,512.14,318.79,5e-3,3.7446
15.554,17696,133.3,-14.779,133.34,14.785,601.81,40.302,603.16,3.8313,3.452,0.39688,28.61,-80.598,9.7751,0.002005,5.6702,-0.24615,-0.2203,9644.8,4464,2.6093,0.019221,130,107.8,5.5174,0.41936,11158612,0,48.399,0.93433,0.93433,0.24125,0.55022,0.14286,2.128e-4,0.0016161,-3.2532e-4,0,0,0,0,-1.9926e-5,0.017042,4.024,82.049,85.65,2.6077,NaN,-20.652,512.09,318.78,5e-3,3.7448
15.559,17698,133.23,-14.773,133.27,14.778,601.87,40.31,603.22,3.8316,3.4501,0.3965,28.61,-80.598,9.7751,0.0021669,5.6702,-0.24271,-0.22345,9644.8,4464,2.6093,0.019221,130,107.8,5.5173,0.41913,11151809,0,48.34,0.9343,0.9343,0.24128,0.55018,0.14284,2.2999e-4,8.0991e-4,-9.9126e-5,0,0,0,0,-1.9394e-5,0.017033,4.024,82.049,85.648,2.6096,NaN,-20.657,512.05,318.78,5e-3,3.7449
15.564,17701,133.15,-14.767,133.2,14.772,601.92,40.317,603.27,3.832,3.4481,0.39613,28.61,-80.598,9.7751,0.0023258,5.6702,-0.23951,-0.22622,9644.8,4464,2.6093,0.019221,130,107.8,5.5172,0.4189,11145009,0,48.282,0.93427,0.93427,0.2413,0.55015,0.14281,2.4686e-4,0.0014149,-9.577e-5,0,0,0,0,-1.8907e-5,0.017023,4.024,82.049,85.646,2.6114,NaN,-20.661,512,318.78,5e-3,3.745
15.569,17703,133.08,-14.761,133.12,14.766,601.98,40.325,603.33,3.8324,3.4461,0.39576,28.61,-80.598,9.7751,0.0024807,5.6702,-0.23621,-0.22877,9644.8,4464,2.6093,0.019221,130,107.8,5.517,0.41868,11138213,0,48.224,0.93423,0.93423,0.24133,0.55011,0.14279,2.6329e-4,0.0010619,9.8588e-5,0,0,0,0,-1.841e-5,0.017014,4.024,82.049,85.645,2.6132,NaN,-20.666,511.96,318.78,5e-3,3.7451
15.574,17705,133,-14.755,133.05,14.76,602.04,40.332,603.39,3.8327,3.4441,0.39539,28.61,-80.598,9.775,0.0026311,5.6702,-0.23313,-0.23122,9644.8,4464,2.6093,0.019221,130,107.8,5.5169,0.41845,11131420,0,48.165,0.9342,0.9342,0.24136,0.55008,0.14276,2.7925e-4,0.0019241,-4.483e-4,0,0,0,0,-1.7952e-5,0.017005,4.024,82.049,85.643,2.615,NaN,-20.67,511.91,318.77,5e-3,3.7454
15.579,17707,132.93,-14.749,132.98,14.754,602.09,40.34,603.44,3.8331,3.4422,0.39502,28.61,-80.598,9.775,0.0027762,5.6702,-0.22983,-0.23331,9644.8,4464,2.6093,0.019221,130,107.8,5.5168,0.41822,11124631,0,48.107,0.93417,0.93417,0.24139,0.55004,0.14274,2.9465e-4,0.0014281,-2.9642e-4,0,0,0,0,-1.7467e-5,0.016995,4.024,82.049,85.641,2.6167,NaN,-20.674,511.87,318.77,5e-3,3.7455
15.584,17709,132.86,-14.743,132.9,14.748,602.15,40.347,603.5,3.8334,3.4402,0.39466,28.61,-80.598,9.775,0.0029159,5.6702,-0.22676,-0.23533,9644.8,4464,2.6093,0.019221,130,107.8,5.5167,0.41799,11117845,0,48.049,0.93414,0.93414,0.24142,0.55001,0.14271,3.0948e-4,0.0019469,1.4889e-4,0,0,0,0,-1.7023e-5,0.016986,4.024,82.049,85.64,2.6184,NaN,-20.679,511.82,318.77,5e-3,3.7456
15.589,17711,132.78,-14.737,132.83,14.742,602.2,40.355,603.55,3.8338,3.4382,0.3943,28.61,-80.598,9.775,0.00305,5.6702,-0.22368,-0.23723,9644.8,4464,2.6093,0.019221,130,107.8,5.5167,0.41776,11111063,0,47.991,0.93411,0.93411,0.24145,0.54997,0.14269,3.2371e-4,0.0016808,2.2105e-4,0,0,0,0,-1.6582e-5,0.016976,4.024,82.049,85.638,2.62,NaN,-20.683,511.78,318.76,5e-3,3.7457
15.594,17714,132.71,-14.731,132.75,14.736,602.26,40.362,603.61,3.8341,3.4363,0.39394,28.61,-80.598,9.775,0.0031792,5.6702,-0.22073,-0.23912,9644.8,4464,2.6093,0.019221,130,107.8,5.5166,0.41754,11104285,0,47.933,0.93408,0.93408,0.24147,0.54994,0.14266,3.3742e-4,0.0021835,3.6694e-4,0,0,0,0,-1.6165e-5,0.016967,4.024,82.049,85.637,2.6216,NaN,-20.688,511.73,318.76,5e-3,3.7458
15.599,17716,132.64,-14.725,132.68,14.73,602.32,40.37,603.67,3.8345,3.4343,0.39358,28.61,-80.598,9.775,0.0033027,5.6702,-0.21763,-0.24089,9644.8,4464,2.6093,0.019221,130,107.8,5.5165,0.41731,11097510,0,47.875,0.93405,0.93405,0.2415,0.5499,0.14264,3.5052e-4,0.0022399,-4.4994e-4,0,0,0,0,-1.5731e-5,0.016957,4.024,82.049,85.635,2.6232,NaN,-20.692,511.69,318.76,5e-3,3.746
15.604,17718,132.56,-14.719,132.61,14.724,602.37,40.377,603.72,3.8348,3.4324,0.39323,28.61,-80.598,9.775,0.0034202,5.6702,-0.21445,-0.2427,9644.8,4464,2.6093,0.019221,130,107.8,5.5164,0.41708,11090738,0,47.817,0.93402,0.93402,0.24153,0.54987,0.14261,3.63e-4,0.0020547,1.7081e-4,0,0,0,0,-1.5292e-5,0.016948,4.024,82.049,85.633,2.6247,NaN,-20.696,511.64,318.76,5e-3,3.7461
15.609,17720,132.49,-14.713,132.53,14.718,602.43,40.385,603.78,3.8352,3.4304,0.39288,28.61,-80.598,9.775,0.0035315,5.6702,-0.21128,-0.24451,9644.8,4464,2.6093,0.019221,130,107.8,5.5163,0.41686,11083970,0,47.759,0.93398,0.93398,0.24156,0.54984,0.14259,3.748e-4,0.0019572,2.4168e-4,0,0,0,0,-1.486e-5,0.016939,4.024,82.049,85.632,2.6261,NaN,-20.701,511.6,318.75,5e-3,3.7462
15.614,17722,132.42,-14.707,132.46,14.712,602.48,40.392,603.84,3.8356,3.4285,0.39253,28.61,-80.598,9.775,0.0036364,5.6702,-0.20809,-0.24611,9644.8,4464,2.6093,0.019221,130,107.8,5.5162,0.41663,11077206,0,47.701,0.93395,0.93395,0.24159,0.5498,0.14257,3.8594e-4,0.0020783,-1.9389e-4,0,0,0,0,-1.443e-5,0.016929,4.024,82.049,85.63,2.6275,NaN,-20.705,511.55,318.75,5e-3,3.7463
15.619,17724,132.34,-14.701,132.39,14.706,602.54,40.4,603.89,3.8359,3.4265,0.39219,28.61,-80.598,9.775,0.003735,5.6702,-0.2049,-0.24761,9644.8,4464,2.6093,0.019221,130,107.8,5.5161,0.4164,1.107e7,0,47.644,0.93392,0.93392,0.24162,0.54977,0.14254,3.9639e-4,0.0017096,-1.6089e-4,0,0,0,0,-1.4007e-5,0.01692,4.024,82.049,85.628,2.6289,NaN,-20.709,511.51,318.75,5e-3,3.7465
15.624,17727,132.27,-14.695,132.31,14.7,602.59,40.407,603.95,3.8363,3.4246,0.39185,28.61,-80.598,9.775,0.0038269,5.6702,-0.20152,-0.2491,9644.8,4464,2.6093,0.019221,130,107.8,5.5161,0.41617,11063687,0,47.586,0.93389,0.93389,0.24164,0.54973,0.14252,4.0615e-4,0.0022987,1.178e-4,0,0,0,0,-1.3563e-5,0.01691,4.024,82.049,85.627,2.6302,NaN,-20.714,511.46,318.75,5e-3,3.7466
15.629,17729,132.19,-14.689,132.24,14.694,602.65,40.415,604,3.8366,3.4226,0.39151,28.61,-80.598,9.775,0.0039117,5.6702,-0.19805,-0.25066,9644.8,4464,2.6093,0.019221,130,107.8,5.516,0.41595,11056933,0,47.528,0.93386,0.93386,0.24167,0.5497,0.14249,4.1514e-4,0.0022892,-1.9973e-4,0,0,0,0,-1.3115e-5,0.016901,4.024,82.049,85.625,2.6314,NaN,-20.718,511.42,318.74,5e-3,3.7467
15.634,17731,132.12,-14.683,132.17,14.688,602.71,40.422,604.06,3.837,3.4207,0.39118,28.61,-80.598,9.775,0.0039896,5.6702,-0.19464,-0.2523,9644.8,4464,2.6093,0.019221,130,107.8,5.5159,0.41572,1.105e7,0,47.471,0.93383,0.93383,0.2417,0.54966,0.14247,4.2341e-4,0.002264,-2.9885e-4,0,0,0,0,-1.2681e-5,0.016891,4.024,82.049,85.624,2.6325,NaN,-20.723,511.37,318.74,5e-3,3.7468
15.639,17733,132.05,-14.677,132.09,14.682,602.76,40.43,604.12,3.8373,3.4187,0.39085,28.61,-80.598,9.775,0.0040613,5.6702,-0.1913,-0.25393,9644.8,4464,2.6093,0.019221,130,107.8,5.5159,0.41549,11043436,0,47.414,0.9338,0.9338,0.24173,0.54963,0.14244,4.3101e-4,0.0020949,5.0188e-4,0,0,0,0,-1.2263e-5,0.016882,4.024,82.049,85.622,2.6336,NaN,-20.727,511.33,318.74,5e-3,3.747
15.644,17735,131.97,-14.671,132.02,14.676,602.82,40.437,604.17,3.8377,3.4168,0.39052,28.61,-80.598,9.775,0.0041265,5.6702,-0.18765,-0.25574,9644.8,4464,2.6093,0.019221,130,107.8,5.5158,0.41527,11036693,0,47.356,0.93377,0.93377,0.24176,0.54959,0.14242,4.3793e-4,0.0020587,3.8436e-4,0,0,0,0,-1.1813e-5,0.016873,4.024,82.049,85.621,2.6347,NaN,-20.731,511.28,318.74,5e-3,3.7471
15.649,17737,131.9,-14.665,131.95,14.67,602.87,40.445,604.23,3.838,3.4148,0.39019,28.61,-80.598,9.775,0.0041845,5.6702,-0.18403,-0.25732,9644.8,4464,2.6093,0.019221,130,107.8,5.5157,0.41504,1.103e7,0,47.299,0.93374,0.93374,0.24179,0.54956,0.14239,4.4408e-4,0.0021254,-1.7425e-4,0,0,0,0,-1.1374e-5,0.016863,4.024,82.049,85.619,2.6356,NaN,-20.736,511.24,318.73,5e-3,3.7472
15.654,17740,131.83,-14.659,131.87,14.665,602.93,40.452,604.28,3.8384,3.4129,0.38987,28.61,-80.598,9.775,0.0042353,5.6702,-0.18039,-0.25883,9644.8,4464,2.6093,0.019221,130,107.8,5.5157,0.41481,11023216,0,47.242,0.93371,0.93371,0.24181,0.54952,0.14237,4.4947e-4,0.0028787,-4.5664e-4,0,0,0,0,-1.094e-5,0.016854,4.024,82.049,85.617,2.6365,NaN,-20.74,511.19,318.73,5e-3,3.7473
15.659,17742,131.75,-14.653,131.8,14.659,602.98,40.46,604.34,3.8388,3.4109,0.38954,28.61,-80.598,9.775,0.0042787,5.6702,-0.17649,-0.26037,9644.8,4464,2.6093,0.019221,130,107.8,5.5156,0.41459,11016484,0,47.184,0.93368,0.93368,0.24184,0.54949,0.14234,4.5406e-4,0.0027694,-1.7279e-4,0,0,0,0,-1.0484e-5,0.016845,4.024,82.049,85.616,2.6373,NaN,-20.744,511.15,318.73,5e-3,3.7474
15.664,17744,131.68,-14.648,131.73,14.653,603.04,40.467,604.4,3.8391,3.409,0.38923,28.61,-80.598,9.775,0.0043146,5.6702,-0.17268,-0.262,9644.8,4464,2.6093,0.019221,130,107.8,5.5156,0.41436,1.101e7,0,47.127,0.93365,0.93365,0.24187,0.54946,0.14232,4.5787e-4,0.0026657,-2.51e-4,0,0,0,0,-1.0048e-5,0.016835,4.024,82.049,85.614,2.6381,NaN,-20.749,511.1,318.73,5e-3,3.7475
15.669,17746,131.61,-14.642,131.65,14.647,603.09,40.475,604.45,3.8395,3.4071,0.38891,28.61,-80.598,9.775,0.0043433,5.6702,-0.16867,-0.26353,9644.8,4464,2.6093,0.019221,130,107.8,5.5155,0.41414,11003028,0,47.07,0.93362,0.93362,0.2419,0.54942,0.1423,4.6091e-4,0.0029025,-1.4363e-5,0,0,0,0,-9.5973e-6,0.016826,4.024,82.049,85.613,2.6387,NaN,-20.753,511.06,318.72,5e-3,3.7476
15.674,17748,131.54,-14.636,131.58,14.641,603.15,40.482,604.51,3.8398,3.4051,0.3886,28.61,-80.598,9.775,0.0043646,5.6702,-0.16456,-0.26516,9644.8,4464,2.6093,0.019221,130,107.8,5.5155,0.41391,10996306,0,47.013,0.93359,0.93359,0.24193,0.54939,0.14227,4.6316e-4,0.0022891,2.4568e-4,0,0,0,0,-9.1446e-6,0.016816,4.024,82.049,85.611,2.6393,NaN,-20.757,511.01,318.72,5e-3,3.7477
